place_x,title,rate_x,vote_x,cal,place_y,rate_y,vote_y
262668.0,Brasil: A Última Cruzada - Nova Edição 200 Anos de Independência,6.4,32.0,13.759257821657968,286.0,6.4,32
193108.0,The Clown,6.3,19.0,13.74252914228931,118.0,8.0,5885
218172.0,Luminous Witches,6.3,25.0,13.73063056602128,269.0,6.3,25
82404.0,A Herbivorous Dragon of 5000 Years Gets Unfairly Villainized,5.9,51.0,13.718832604660799,209.0,5.9,51
304484.0,BanG Dream! Morfonication,6.5,8.0,13.70993136048433,279.0,6.5,8
48141.0,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,5.8,52.0,13.696460487678484,129.0,5.8,52
484220.0,Prehistoric Planet,6.8,6.0,13.670016806690613,29.0,8.5,7908
181247.0,Yurei Deco,6.0,49.0,13.650310622582927,264.0,6.0,49
263808.0,Yahya and Knouz,6.3,7.0,13.625024159594753,292.0,6.3,7
379125.0,The Clown,6.4,35.0,13.612465262550273,118.0,8.0,5885
12825.0,Teletubbies,5.4,78.0,13.558280084830491,52.0,5.4,78
78318.0,Immortality,5.8,26.0,13.554941723834833,205.0,7.0,7
90581.0,Shoot! Goal to the Future,5.6,60.0,13.528773376548708,238.0,5.6,60
575562.0,Blink,6.6,191.0,13.520718237169346,294.0,8.9,9
56161.0,Teletubbies,4.4,314.0,13.510313908159215,52.0,5.4,78
64525.0,Monster High,3.4,695.0,13.510224603386533,54.0,7.7,85
448361.0,Immortality,6.4,24.0,13.507028466023339,205.0,7.0,7
92512.0,My Master Has No Tail,5.7,36.0,13.506977426899883,211.0,5.7,36
74780.0,The Human Crazy university,5.8,10.0,13.49323572294412,252.0,5.8,10
519527.0,Sea of Love,6.5,22.0,13.474084336956025,212.0,8.7,48
76059.0,Oddballs,4.3,342.0,13.459640917160048,46.0,6.5,791
435078.0,Experimation,6.3,7.0,13.43960384882293,291.0,6.3,7
38653.0,Yu-Gi-Oh!: Go Rush!!,5.6,18.0,13.420003895292483,193.0,5.6,18
353164.0,Irodorimidori,6.1,13.0,13.416267260811601,287.0,6.1,13
99589.0,Lightning Wolves,5.7,14.0,13.413584945888747,233.0,5.7,14
82383.0,Requiem of the Rose King,4.5,268.0,13.404084032701403,198.0,4.6,269
420999.0,Sea of Love,6.1,12.0,13.343914494110068,212.0,8.7,48
198522.0,Gunjou no Fanfare,5.7,21.0,13.338487902969769,259.0,5.7,21
630871.0,Blink,6.5,9.0,13.337749013622156,294.0,8.9,9
239342.0,Teppen-!!!!!!!!!!!!!!!,5.7,29.0,13.319936867024527,270.0,5.7,30
376915.0,Onipan!,5.9,22.0,13.286177986015476,274.0,5.9,22
635506.0,Family,6.4,10.0,13.282724896868626,288.0,8.0,8
602219.0,Immortality,6.3,8.0,13.266485192146988,205.0,7.0,7
522866.0,Blink,6.1,7.0,13.237217244065336,294.0,8.9,9
30701.0,The Three-Body Problem,4.7,111.0,13.14649741860409,47.0,4.7,116
284736.0,Family,5.4,49.0,13.127171307043977,288.0,8.0,8
245835.0,Family,5.0,129.0,13.104974715319637,288.0,8.0,8
427459.0,Family,5.7,6.0,13.091393277380368,288.0,8.0,8
146422.0,Star Wars Galactic Pals,5.2,27.0,13.066217292885725,240.0,5.2,27
483911.0,Blink,5.6,15.0,12.999185584334887,294.0,8.9,9
528247.0,The Clown,5.6,25.0,12.971519807862277,118.0,8.0,5885
530669.0,Blink,5.6,6.0,12.954905195626493,294.0,8.9,9
90011.0,Housing Complex C,5.0,12.0,12.915950529533617,207.0,5.0,12
90011.0,Housing Complex C,5.0,12.0,12.915950529533617,103.0,6.1,237
621596.0,Family,5.6,6.0,12.89274446944834,288.0,8.0,8
9519.0,Human Resources,4.1,144.0,12.849902351121653,20.0,7.2,7246
597833.0,Blink,5.4,5.0,12.804627151895982,294.0,8.9,9
343891.0,Atasha Kawashiri Kodama dayo: Dangerous Lifehacker no tadareta seikatsu,5.0,21.0,12.755185138369994,282.0,5.0,21
97098.0,VazzRock the Animation,4.7,8.0,12.679622555054646,192.0,4.7,8
252633.0,Blink,4.7,17.0,12.611758803435658,294.0,8.9,9
509193.0,The Clown,4.8,5.0,12.52214595491732,118.0,8.0,5885
573579.0,Blink,4.8,23.0,12.50891791646829,294.0,8.9,9
563371.0,Beavis and Butt-Head,4.6,23.0,12.406350243912877,32.0,8.6,1584
391558.0,B. Virtanen,4.4,18.0,12.350350319349356,293.0,4.4,18
235207.0,Spriggan,4.2,21.0,12.297750231724518,73.0,6.8,1131
434908.0,Family,4.0,52.0,12.143742820918712,288.0,8.0,8
569740.0,The Clown,4.1,20.0,12.136561689623493,118.0,8.0,5885
298590.0,Sabiiro no Armor: Reimei,3.9,20.0,12.070602789317014,280.0,3.9,20
38455.0,Fairview,1.6,599.0,12.031381671356373,110.0,1.6,599
223376.0,KJ File,3.7,6.0,11.916501998380634,268.0,3.7,6
349439.0,The Clown,3.6,20.0,11.865944954618838,118.0,8.0,5885
622386.0,Blink,2.8,7.0,11.476598869312177,294.0,8.9,9
597793.0,Blink,2.3,9.0,11.197255730008422,294.0,8.9,9
105311.0,Confessions from the Hart,1.0,8.0,9.909995970503342,214.0,1.0,8
